Run;Alias;Assay Type;BioProject;BioSample;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Description;ENA_checklist;ENA-FIRST-PUBLIC (run);ENA-LAST-UPDATE (run);Experiment;INSDC_center_alias;INSDC_center_name;INSDC_first_public;INSDC_last_update;INSDC_status;Instrument;Lane;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;pooled;ReleaseDate;sample_code;Sample Name;sample_name;SRA_accession;SRA Study;template_concentration;title;AvgSpotLen;Bases;Bytes
ERR567483;kkennedy_illumina-bias_113;AMPLICON;PRJEB6592;SAMEA2661564;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526472;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661564;ERS510778;ERS510778;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;4560670;2471030
ERR567484;kkennedy_illumina-bias_114;AMPLICON;PRJEB6592;SAMEA2661565;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526473;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661565;ERS510779;ERS510779;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;9103268;4788833
ERR567485;kkennedy_illumina-bias_115;AMPLICON;PRJEB6592;SAMEA2661566;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526474;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661566;ERS510780;ERS510780;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;5183652;2725963
ERR567486;kkennedy_illumina-bias_116;AMPLICON;PRJEB6592;SAMEA2661567;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526475;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661567;ERS510781;ERS510781;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;22912786;11462606
ERR567487;kkennedy_illumina-bias_117;AMPLICON;PRJEB6592;SAMEA2661568;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526476;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661568;ERS510782;ERS510782;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;19109634;9649149
ERR567488;kkennedy_illumina-bias_118;AMPLICON;PRJEB6592;SAMEA2661569;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526477;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661569;ERS510783;ERS510783;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;22879152;11456755
ERR567489;kkennedy_illumina-bias_119;AMPLICON;PRJEB6592;SAMEA2661570;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526478;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661570;ERS510784;ERS510784;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;22346028;11197578
ERR567490;kkennedy_illumina-bias_120;AMPLICON;PRJEB6592;SAMEA2661571;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526479;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661571;ERS510785;ERS510785;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;25564350;12675559
ERR567491;kkennedy_illumina-bias_121;AMPLICON;PRJEB6592;SAMEA2661572;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526480;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661572;ERS510786;ERS510786;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;8198162;4368492
ERR567492;kkennedy_illumina-bias_122;AMPLICON;PRJEB6592;SAMEA2661573;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526481;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661573;ERS510787;ERS510787;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;8575666;4509165
ERR567493;kkennedy_illumina-bias_123;AMPLICON;PRJEB6592;SAMEA2661574;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526482;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661574;ERS510788;ERS510788;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;12250808;6437542
ERR567494;kkennedy_illumina-bias_124;AMPLICON;PRJEB6592;SAMEA2661575;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526483;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661575;ERS510789;ERS510789;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;7951680;4193091
ERR567495;kkennedy_illumina-bias_125;AMPLICON;PRJEB6592;SAMEA2661576;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526484;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661576;ERS510790;ERS510790;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;5674106;3100161
ERR567496;kkennedy_illumina-bias_126;AMPLICON;PRJEB6592;SAMEA2661577;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526485;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661577;ERS510791;ERS510791;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;21829470;10445340
ERR567497;kkennedy_illumina-bias_127;AMPLICON;PRJEB6592;SAMEA2661578;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526486;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661578;ERS510792;ERS510792;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;19835526;9523252
ERR567498;kkennedy_illumina-bias_128;AMPLICON;PRJEB6592;SAMEA2661579;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526487;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661579;ERS510793;ERS510793;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;22547330;10790546
ERR567499;kkennedy_illumina-bias_129;AMPLICON;PRJEB6592;SAMEA2661580;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526488;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661580;ERS510794;ERS510794;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;27152176;13182680
ERR567500;kkennedy_illumina-bias_130;AMPLICON;PRJEB6592;SAMEA2661581;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526489;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661581;ERS510795;ERS510795;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;29253046;13905719
ERR567501;kkennedy_illumina-bias_131;AMPLICON;PRJEB6592;SAMEA2661582;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526490;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661582;ERS510796;ERS510796;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;8812108;4364031
ERR567502;kkennedy_illumina-bias_132;AMPLICON;PRJEB6592;SAMEA2661583;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526491;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661583;ERS510797;ERS510797;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;10609268;5145634
ERR567503;kkennedy_illumina-bias_133;AMPLICON;PRJEB6592;SAMEA2661584;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526492;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661584;ERS510798;ERS510798;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;10610272;5137709
ERR567504;kkennedy_illumina-bias_134;AMPLICON;PRJEB6592;SAMEA2661585;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526493;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661585;ERS510799;ERS510799;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;6728808;3334260
ERR567505;kkennedy_illumina-bias_135;AMPLICON;PRJEB6592;SAMEA2661586;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526494;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661586;ERS510800;ERS510800;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;365958;265496
ERR567506;kkennedy_illumina-bias_136;AMPLICON;PRJEB6592;SAMEA2661587;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526495;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661587;ERS510801;ERS510801;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;17254744;8350625
ERR567507;kkennedy_illumina-bias_137;AMPLICON;PRJEB6592;SAMEA2661588;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526496;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661588;ERS510802;ERS510802;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;15813000;7648412
ERR567508;kkennedy_illumina-bias_138;AMPLICON;PRJEB6592;SAMEA2661589;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526497;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661589;ERS510803;ERS510803;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;9086702;4611788
ERR567509;kkennedy_illumina-bias_139;AMPLICON;PRJEB6592;SAMEA2661590;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526498;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661590;ERS510804;ERS510804;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;13837630;6677972
ERR567510;kkennedy_illumina-bias_140;AMPLICON;PRJEB6592;SAMEA2661591;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526499;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661591;ERS510805;ERS510805;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;12373798;6010660
ERR567511;kkennedy_illumina-bias_141;AMPLICON;PRJEB6592;SAMEA2661592;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526500;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661592;ERS510806;ERS510806;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;2356388;1267537
ERR567512;kkennedy_illumina-bias_142;AMPLICON;PRJEB6592;SAMEA2661593;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526501;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661593;ERS510807;ERS510807;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;4525028;2309488
ERR567513;kkennedy_illumina-bias_143;AMPLICON;PRJEB6592;SAMEA2661594;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526502;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661594;ERS510808;ERS510808;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;11797000;6068705
ERR567514;kkennedy_illumina-bias_144;AMPLICON;PRJEB6592;SAMEA2661595;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526503;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661595;ERS510809;ERS510809;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;15424452;7623560
ERR567515;kkennedy_illumina-bias_145;AMPLICON;PRJEB6592;SAMEA2661596;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526504;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661596;ERS510810;ERS510810;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;13554000;6711295
ERR567516;kkennedy_illumina-bias_146;AMPLICON;PRJEB6592;SAMEA2661597;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526505;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661597;ERS510811;ERS510811;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;15180982;7617863
ERR567517;kkennedy_illumina-bias_147;AMPLICON;PRJEB6592;SAMEA2661598;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526506;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661598;ERS510812;ERS510812;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;11428030;5776082
ERR567518;kkennedy_illumina-bias_148;AMPLICON;PRJEB6592;SAMEA2661599;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526507;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661599;ERS510813;ERS510813;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;12186552;6158418
ERR567519;kkennedy_illumina-bias_149;AMPLICON;PRJEB6592;SAMEA2661600;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526508;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:32Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661600;ERS510814;ERS510814;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;29230456;14497336
